"workclass";"education";"marital_status";"major_ind_code";"occupation";"race";"gender";"full_or_part_emp";"capital_gains";"capital_losses";"state_prev_res";"det_hh_summ";"fam_under_18";"country_self";"year";"income_50k";"YoB"
"private";"associates degree occup /vocational";"married civilian spouse present";"retail trade";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";61
"private";"10th grade";"never married";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";72
"state government";"some college but no degree";"divorced";"education";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";48
"private";"high school graduate";"married civilian spouse present";"communications";"precision production craft & repair";"white";"male";"full time schedules";7298;0;;"householder";;"united states";95;">50k";47
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"education";"professional specialty";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";67
"private";"12th grade";"never married";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";75
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"business and repair services";"professional specialty";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";61
"private";"high school graduate";"never married";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"nonrelative of householder";;"ireland";94;"<=50k";67
"local government";"high school graduate";"married civilian spouse present";"education";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";60
"private";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"male";"pt for econ reasons usually pt";99999;0;;"householder";;"united states";95;">50k";47
"private";"10th grade";"never married";"retail trade";"other service";"white";"female";"children or armed forces";0;0;;"child under 18 never married";"both parents present";"united states";94;"<=50k";77
"private";"high school graduate";"married civilian spouse present";"entertainment";"technicians and related support";"white";"male";"full time schedules";7688;0;;"householder";;"united states";95;">50k";62
"private";"high school graduate";"widowed";"personal services except private hh";"sales";"black";"female";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";57
"private";"high school graduate";"married civilian spouse present";"business and repair services";"executive admin and managerial";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";56
"private";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";76
"self employed not incorporated";"bachelors degree(ba ab bs)";"married civilian spouse present";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";50
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";46
"self employed not incorporated";"some college but no degree";"separated";"business and repair services";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";68
"local government";"bachelors degree(ba ab bs)";"never married";"education";"professional specialty";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";67
"local government";"1st 2nd 3rd or 4th grade";"never married";"social services";"other service";"white";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";72
"federal government";"some college but no degree";"never married";"hospital services";"adm support including clerical";"amer indian aleut or eskimo";"female";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";62
"self employed not incorporated";"bachelors degree(ba ab bs)";"never married";"other professional services";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";43
"private";"high school graduate";"married civilian spouse present";"construction";"transportation and material moving";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";46
"private";"high school graduate";"separated";"medical except hospital";"other service";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";39
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"female";"unemployed full time";0;0;;"spouse of householder";;"united states";95;"<=50k";54
"private";"associates degree occup /vocational";"married civilian spouse present";"personal services except private hh";"executive admin and managerial";"white";"male";"full time schedules";0;0;;"householder";;"dominican republic";95;"<=50k";68
"private";"10th grade";"never married";"manufacturing nondurable goods";"sales";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"private";"high school graduate";"divorced";"retail trade";"executive admin and managerial";"white";"female";"children or armed forces";0;0;"colorado";"householder";;"united states";94;"<=50k";58
"private";"high school graduate";"never married";"medical except hospital";"technicians and related support";"white";"female";"children or armed forces";1831;0;;"householder";;"united states";94;"<=50k";70
"private";"11th grade";"married civilian spouse present";"retail trade";"transportation and material moving";"white";"male";"children or armed forces";4508;0;;"householder";;"united states";94;"<=50k";71
"private";"some college but no degree";"married civilian spouse present";"construction";"executive admin and managerial";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";46
"private";"7th and 8th grade";"divorced";"mining";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";53
