age;workclass;education;marital_status;occupation;relationship;race;gender;capital_gains;capital_losses;hours_per_week;country_self;income_50k
22;private;some college but no degree;never married;adm support including clerical;own child;white;male;0;0;12;united states;<=50k
33;private;high school graduate;married civilian spouse present;transportation and material moving;husband;black;male;0;0;40;united states;<=50k
27;private;11th grade;married civilian spouse present;sales;husband;white;male;0;0;40;united states;<=50k
35;private;some college but no degree;never married;executive admin and managerial;not in family;white;male;0;0;60;united states;<=50k
32;private;some college but no degree;divorced;sales;not in family;white;female;0;0;55;united states;<=50k
41;private;bachelors degree(ba ab bs);married civilian spouse present;technicians and related support;wife;white;female;0;0;25;united states;>50k
37;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
17;private;11th grade;never married;sales;own child;white;male;0;0;15;united states;<=50k
50;private;bachelors degree(ba ab bs);divorced;executive admin and managerial;not in family;white;male;0;0;55;united states;>50k
54;state government;high school graduate;separated;executive admin and managerial;unmarried;white;female;0;0;38;united states;<=50k
23;state government;high school graduate;never married;other service;own child;black;male;0;0;40;united states;<=50k
40;private;bachelors degree(ba ab bs);divorced;adm support including clerical;unmarried;white;female;0;0;20;united states;<=50k
29;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;5013;0;40;germany;<=50k
30;private;associates degree occup /vocational;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;55;united states;<=50k
20;private;some college but no degree;never married;sales;own child;asian or pacific islander;male;0;0;8;india;<=50k
43;self employed not incorporated;some college but no degree;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;50;united states;<=50k
25;private;some college but no degree;never married;technicians and related support;own child;white;male;0;0;25;united states;<=50k
39;private;masters degree(ma ms meng med msw mba);married civilian spouse present;sales;husband;white;male;0;0;50;united states;>50k
48;private;associates degree academic program;married civilian spouse present;professional specialty;husband;white;male;0;0;50;united states;>50k
41;self employed not incorporated;high school graduate;divorced;other service;unmarried;white;female;0;0;40;united states;<=50k
24;private;bachelors degree(ba ab bs);never married;adm support including clerical;not in family;white;male;0;0;30;united states;<=50k
20;private;some college but no degree;never married;adm support including clerical;own child;white;male;0;0;40;yugoslavia;<=50k
25;private;some college but no degree;never married;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
57;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
39;private;some college but no degree;married civilian spouse present;executive admin and managerial;wife;white;female;0;0;35;puerto rico;>50k
66;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
34;private;some college but no degree;divorced;adm support including clerical;unmarried;white;female;0;0;40;united states;<=50k
36;private;bachelors degree(ba ab bs);divorced;professional specialty;not in family;white;male;14084;0;40;united states;>50k
46;private;high school graduate;married civilian spouse present;sales;wife;white;female;0;0;40;united states;<=50k
42;local government;masters degree(ma ms meng med msw mba);divorced;professional specialty;unmarried;white;female;0;0;45;united states;<=50k
46;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;1902;70;canada;>50k
34;local government;high school graduate;never married;protective services;own child;white;male;0;0;40;united states;<=50k
43;private;some college but no degree;married civilian spouse present;technicians and related support;wife;black;female;0;0;40;united states;<=50k
42;private;some college but no degree;divorced;executive admin and managerial;own child;white;female;0;0;40;united states;<=50k
31;private;bachelors degree(ba ab bs);never married;sales;not in family;white;male;0;0;48;united states;<=50k
32;private;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;<=50k
46;federal government;high school graduate;married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;germany;>50k
42;self employed incorporated;7th and 8th grade;divorced;precision production craft & repair;unmarried;white;male;0;0;25;united states;<=50k
21;private;associates degree occup /vocational;never married;executive admin and managerial;own child;white;male;0;0;40;united states;<=50k
24;private;bachelors degree(ba ab bs);never married;sales;not in family;white;female;0;0;40;united states;<=50k
23;private;high school graduate;never married;sales;other relative;white;male;0;0;55;united states;<=50k
